peak_id,mz,rt,intensity,homologue_id,within_series_id
1668,255.0697,367.44,1668,11,1
1361,255.08742,352.56,1361,NA,NA
418,255.82219,55.74,418,NA,NA
146,255.82221,47.46,146,NA,NA
1215,256.10991,346.56,1215,NA,NA
919,256.22715,426,919,NA,NA
656,256.2635,484.49999999999994,656,12,1
301,256.82069,46.08,301,NA,NA
446,256.95509,42.419999999999995,446,NA,NA
1270,256.9551,50.58,1270,NA,NA
544,256.95515,939.48,544,NA,NA
869,257.14718,52.62,869,NA,NA
333,257.21111,447.53999999999996,333,NA,NA
435,257.21117,443.52000000000004,435,NA,NA
276,258.10999,49.379999999999995,276,NA,NA
758,258.24273,455.7,758,NA,NA
1653,258.99174,296.64,1653,NA,NA
484,259.09404,381.3,484,NA,NA
1644,259.09542,241.56,1644,NA,NA
221,259.19036,446.04,221,NA,NA
474,259.81614,55.800000000000004,474,NA,NA
1610,260.02342,265.98,1610,NA,NA
990,260.18561,332.4,990,9,3
1307,260.22198,407.03999999999996,1307,NA,NA
1542,260.97915,48.839999999999996,1542,NA,NA
1293,261.0074,286.8,1293,NA,NA
688,261.01113,50.04,688,NA,NA
1478,261.03863,360.84000000000003,1478,NA,NA
1345,261.14445,303.72,1345,NA,NA
774,261.18488,443.46,774,NA,NA
927,261.18488,466.02000000000004,927,NA,NA
1538,262.16494,248.88,1538,NA,NA
270,262.23764,402.42,270,NA,NA
1437,263.13904,316.67999999999995,1437,NA,NA
837,264.82975,58.32,837,NA,NA
630,264.85239,45.78,630,NA,NA
1076,265.08357,403.92,1076,NA,NA
727,265.10386,405.84000000000003,727,NA,NA
231,265.11827,306.06,231,NA,NA
1156,265.14347,393.59999999999997,1156,NA,NA
176,265.14792,434.94,176,NA,NA
1646,265.15727,437.76,1646,NA,NA
610,265.2162,444.35999999999996,610,NA,NA
999,266.22268,353.28,999,NA,NA
677,267.12268,406.14,677,NA,NA
562,267.12382,429.24,562,NA,NA
1166,267.17029,269.28000000000003,1166,NA,NA
783,267.17197,443.28,783,NA,NA
885,267.19544,395.21999999999997,885,NA,NA
18,268.1039,260.4,18,NA,NA
1267,268.15431,401.88,1267,NA,NA
1254,268.22712,429.48,1254,NA,NA
208,268.80093,46.02,208,NA,NA
1125,268.84652,45.9,1125,NA,NA
1461,269.08194,400.56,1461,NA,NA
1598,269.08539,384.84,1598,11,2
1057,269.10309,380.16,1057,NA,NA
322,269.13123,418.68,322,NA,NA
572,269.22646,491.15999999999997,572,NA,NA
1466,270.79738,46.26,1466,NA,NA
1740,271.00789,49.08,1740,NA,NA
1456,271.07886,337.91999999999996,1456,NA,NA
1513,271.09246,252.48000000000002,1513,NA,NA
1556,271.15398,415.38,1556,NA,NA
1549,271.1652,359.64,1549,NA,NA
1081,271.19037,455.1,1081,NA,NA
1259,271.20569,489.24,1259,NA,NA
356,271.22678,447.71999999999997,356,NA,NA
1465,272.79468,46.14,1465,NA,NA
867,273.16967,404.64,867,NA,NA
485,273.18491,451.5,485,NA,NA
636,273.20604,454.98,636,7,3
1761,274.1045,59.46,1761,NA,NA
254,274.27407,421.62,254,10,3
859,274.88124,45.54,859,NA,NA
1281,274.96014,41.82,1281,NA,NA
997,275.06806,381.3,997,NA,NA
719,275.14237,314.7,719,NA,NA
95,275.22166,450.96,95,13,1
1452,275.25808,445.44,1452,NA,NA
1578,276.01761,180.24,1578,NA,NA
1565,276.123,327.6,1565,NA,NA
1241,276.12636,348.59999999999997,1241,NA,NA
1685,276.13611,283.62,1685,NA,NA
1042,276.14415,241.07999999999998,1042,NA,NA
896,277.12818,376.98,896,NA,NA
962,277.14456,457.32,962,NA,NA
364,277.17977,436.44,364,NA,NA
884,277.17978,424.26,884,NA,NA
376,277.1798,416.58,376,NA,NA
242,277.18428,441.24,242,NA,NA
1454,277.2005,416.04,1454,NA,NA
332,278.23256,307.98,332,14,1
1146,278.82846,57.78,1146,NA,NA
1137,278.82847,60.89999999999999,1137,NA,NA
378,278.82971,45.660000000000004,378,NA,NA
195,279.03895,233.64000000000001,195,NA,NA
123,279.15907,446.09999999999997,123,6,5
590,279.15909,436.5,590,NA,NA
1502,279.17022,338.28,1502,NA,NA
818,279.23188,476.04,818,NA,NA
1208,280.15434,306.96,1208,NA,NA
1696,280.17538,378.42,1696,NA,NA
1759,280.82647,46.02,1759,NA,NA
1645,280.94075,42.3,1645,NA,NA
537,281.01392,173.16,537,NA,NA
1070,281.10195,406.14,1070,NA,NA
1080,282.11968,231.66000000000003,1080,NA,NA
363,282.20394,403.44,363,NA,NA
192,282.27913,489.78000000000003,192,15,1
1532,283.1011,399.3,1532,11,3
697,283.13737,428.94,697,16,1
161,283.17511,294.96000000000004,161,2,4
98,284.09894,249.65999999999997,98,NA,NA
360,284.20673,332.76,360,NA,NA
361,284.20676,332.82,361,NA,NA
789,284.29479,509.52000000000004,789,12,2
1128,284.33117,455.76,1128,NA,NA
1357,284.77491,46.14,1357,NA,NA
1062,284.91009,45.18,1062,NA,NA
187,284.96116,375.3,187,NA,NA
1211,285.12616,418.26,1211,NA,NA
238,285.18495,475.62,238,NA,NA
606,285.24243,447.71999999999997,606,NA,NA
275,286.14377,421.26,275,NA,NA
342,286.2013,357.42,342,NA,NA
430,286.8615,45.42,430,NA,NA
43,287.22174,459.6,43,NA,NA
1581,287.92613,59.28,1581,NA,NA
1279,288.12302,427.62,1279,NA,NA
110,288.21693,377.4,110,9,4
975,288.25334,441,975,NA,NA
573,288.28969,431.40000000000003,573,NA,NA
580,288.28971,426.47999999999996,580,NA,NA
397,288.9552,375.3,397,NA,NA
1350,289.19435,435.36,1350,NA,NA
170,290.13872,322.14,170,NA,NA
701,290.14213,374.82,701,NA,NA
1516,290.15986,280.14,1516,NA,NA
287,290.26897,426.42,287,NA,NA
894,290.85556,45.42,894,NA,NA
729,291.12032,429.42,729,NA,NA
486,291.19554,435.36,486,NA,NA
277,291.2,447.84000000000003,277,NA,NA
1387,291.23188,476.46,1387,NA,NA
1236,292.19794,51.9,1236,NA,NA
1188,292.24826,329.88,1188,14,2
1768,292.80664,45.84,1768,NA,NA
732,293.04898,49.559999999999995,732,NA,NA
676,293.04898,53.04,676,NA,NA
1352,293.07467,932.28,1352,NA,NA
1782,293.08201,394.68,1782,NA,NA
1116,293.09962,380.1,1116,NA,NA
1408,293.1382,376.56,1408,NA,NA
1240,293.15152,438.18,1240,NA,NA
104,293.17593,416.70000000000005,104,NA,NA
373,293.17926,450.23999999999995,373,NA,NA
805,293.19591,383.34000000000003,805,NA,NA
1540,294.06543,386.28,1540,NA,NA
1719,294.06545,365.94,1719,NA,NA
691,294.15478,239.34,691,NA,NA
1784,294.94684,41.699999999999996,1784,NA,NA
1409,295.02819,337.62,1409,NA,NA
926,295.13735,427.44,926,NA,NA
586,295.19038,418.92,586,NA,NA
705,296.12158,375.78,705,NA,NA
614,296.22195,436.56,614,NA,NA
451,296.89029,45.06,451,NA,NA
1111,297.08251,442.91999999999996,1111,NA,NA
1559,297.11673,411.65999999999997,1559,11,4
46,297.15303,436.92,46,16,2
1069,298.11431,49.379999999999995,1069,NA,NA
1242,298.17795,403.32000000000005,1242,NA,NA
532,299.06909,46.02,532,NA,NA
1614,301.0453,41.82,1614,NA,NA
1711,301.83475,58.08,1711,NA,NA
298,302.06626,260.28000000000003,298,NA,NA
717,302.30536,440.16,717,10,4
752,303.25301,468.29999999999995,752,13,2
591,303.92103,52.14,591,NA,NA
1762,303.98472,375.41999999999996,1762,NA,NA
976,304.21187,343.5,976,NA,NA
1262,304.21189,349.26,1262,NA,NA
635,304.28463,432.48,635,NA,NA
1055,304.91409,42.66,1055,NA,NA
1122,304.91413,932.88,1122,NA,NA
567,305.21569,454.14,567,NA,NA
1698,306.13361,295.68,1698,NA,NA
1024,306.26392,348.96,1024,14,3
528,306.91914,44.76,528,NA,NA
1546,306.93751,40.980000000000004,1546,NA,NA
1681,306.94309,45.480000000000004,1681,NA,NA
1574,306.95749,48.720000000000006,1574,NA,NA
319,307.11523,337.44,319,NA,NA
1405,309.12925,55.74,1405,NA,NA
642,309.15304,436.32,642,NA,NA
1419,309.17093,416.28,1419,NA,NA
1677,309.171,407.52,1677,NA,NA
1486,309.171,423.59999999999997,1486,NA,NA
417,309.17428,441.90000000000003,417,NA,NA
331,309.2272,379.14,331,NA,NA
558,309.94121,59.22,558,NA,NA
977,309.94126,933.1800000000001,977,NA,NA
1661,310.00209,266.04,1661,NA,NA
1063,310.20109,434.1,1063,NA,NA
1007,310.20135,367.32,1007,NA,NA
708,310.20135,374.40000000000003,708,NA,NA
1113,310.23771,451.26,1113,NA,NA
950,310.31048,514.62,950,15,2
1662,310.93243,58.8,1662,NA,NA
1632,311.13244,422.82,1632,11,5
20,311.16873,444,20,16,3
854,312.11656,338.34000000000003,854,NA,NA
1658,312.13025,275.64000000000004,1658,NA,NA
1310,312.3261,540.6,1310,12,3
279,313.14349,444.3,279,NA,NA
841,313.1547,341.34000000000003,841,NA,NA
674,313.27379,451.08,674,NA,NA
371,313.2738,457.86,371,NA,NA
351,314.18097,291.42,351,17,1
1061,314.21739,317.15999999999997,1061,NA,NA
387,314.23264,395.94,387,NA,NA
615,314.77935,46.14,615,NA,NA
846,315.04153,53.04,846,NA,NA
1543,315.0931,431.22,1543,NA,NA
1617,315.13934,290.46000000000004,1617,NA,NA
536,315.25301,480.72,536,7,4
915,316.19405,436.98,915,18,1
419,316.24823,407.34,419,9,5
519,316.9479,44.82,519,NA,NA
390,317.17235,416.64,390,NA,NA
1375,318.06104,249.78000000000003,1375,NA,NA
601,318.19116,373.44,601,NA,NA
991,318.26401,459.6,991,NA,NA
1787,318.93772,48.779999999999994,1787,NA,NA
1107,318.96987,49.86,1107,NA,NA
1177,319.09543,337.44,1177,NA,NA
1528,319.16523,318.96,1528,NA,NA
462,320.24316,436.26,462,NA,NA
461,320.24318,436.14,461,NA,NA
1400,320.27957,365.58,1400,14,4
1641,320.88639,42.66,1641,NA,NA
1710,321.1345,426.06,1710,NA,NA
897,321.16652,449.40000000000003,897,NA,NA
1183,321.16962,394.86,1183,NA,NA
1143,322.23765,402.53999999999996,1143,NA,NA
388,322.2741,492.48,388,NA,NA
1612,322.98186,313.32000000000005,1612,NA,NA
1512,323.29441,562.56,1512,NA,NA
771,324.80815,45.9,771,NA,NA
421,325.04317,64.86,421,NA,NA
400,325.04328,88.74000000000001,400,NA,NA
1198,325.12527,49.44,1198,NA,NA
26,325.18437,450.59999999999997,26,16,4
1086,325.24858,384.42,1086,NA,NA
946,326.08818,244.07999999999998,946,NA,NA
582,326.75958,46.08,582,NA,NA
325,327.00813,411.65999999999997,325,NA,NA
510,327.07811,432.6,510,NA,NA
1747,327.0917,244.26,1747,NA,NA
1203,327.1636,417.84000000000003,1203,NA,NA
1319,328.13915,270.78,1319,NA,NA
1119,328.16024,288.72,1119,NA,NA
992,328.32117,445.44,992,NA,NA
1788,328.96652,48.959999999999994,1788,NA,NA
1602,328.99854,49.86,1602,NA,NA
1230,329.08546,399.3,1230,NA,NA
1219,329.12429,337.56,1219,NA,NA
666,329.15262,416.58,666,NA,NA
1397,329.21112,463.86,1397,NA,NA
386,330.20979,444.12,386,18,2
938,330.21238,299.94,938,19,1
217,330.33669,455.46000000000004,217,10,5
1741,330.75341,46.2,1741,NA,NA
1019,330.75373,46.08,1019,NA,NA
706,331.00214,411.65999999999997,706,NA,NA
1726,331.06475,367.2,1726,NA,NA
1748,331.16543,266.04,1748,NA,NA
1600,331.1764,408.65999999999997,1600,NA,NA
219,331.24794,443.58,219,NA,NA
220,331.24795,443.52000000000004,220,NA,NA
632,331.24796,426,632,NA,NA
599,331.24797,413.04,599,NA,NA
65,331.28435,488.76000000000005,65,13,3
625,331.28436,483.48,625,NA,NA
740,332.83991,45.660000000000004,740,NA,NA
1196,333.14627,416.46,1196,NA,NA
1539,334.13983,286.2,1539,NA,NA
773,334.25077,452.46000000000004,773,NA,NA
239,335.04951,173.1,239,NA,NA
687,335.16521,444,687,NA,NA
1338,336.31112,447.53999999999996,1338,NA,NA
578,336.32618,522.24,578,NA,NA
948,336.78846,45.84,948,NA,NA
780,337.13295,430.44,780,NA,NA
1180,337.20567,456.72,1180,NA,NA
35,338.34182,545.52,35,15,3
370,338.34183,480.18,370,NA,NA
909,338.87285,933.3,909,NA,NA
1780,338.99383,49.14,1780,NA,NA
1701,339.16461,300.54,1701,20,1
930,339.17782,414.24,930,NA,NA
45,339.19841,457.26000000000005,45,16,5
23,339.23145,475.74,23,NA,NA
645,339.23185,444.42,645,NA,NA
620,339.2319,461.22,620,NA,NA
745,339.89613,52.14,745,NA,NA
643,340.35743,582.84,643,12,4
1704,340.78206,46.08,1704,NA,NA
1426,341.17778,427.38,1426,NA,NA
776,341.47412,45.480000000000004,776,NA,NA
941,342.15612,278.64,941,NA,NA
698,342.26395,419.88,698,NA,NA
778,342.48035,45.54,778,NA,NA
1731,342.73202,46.2,1731,NA,NA
516,342.86872,45.36,516,NA,NA
1059,343.13162,436.8,1059,NA,NA
480,343.29558,435.54,480,NA,NA
1264,343.88986,51.96,1264,NA,NA
616,343.99334,58.019999999999996,616,NA,NA
260,343.99335,932.76,260,NA,NA
1568,344.13404,232.85999999999999,1568,NA,NA
359,344.22546,450.78,359,18,3
89,344.2279,303.72,89,21,1
797,345.12929,244.07999999999998,797,NA,NA
550,345.13645,402.42,550,NA,NA
551,345.43764,341.52,551,NA,NA
457,346.0094,57.48,457,NA,NA
583,346.00942,932.46,583,NA,NA
393,346.2741,489.42,393,NA,NA
905,346.8156,45.6,905,NA,NA
595,348.20171,393.42,595,NA,NA
1187,348.27442,479.94,1187,NA,NA
600,348.27452,484.26,600,NA,NA
785,348.28965,498.12,785,NA,NA
1669,348.81376,45.84,1669,NA,NA
827,349.18088,450.59999999999997,827,NA,NA
1209,350.08471,244.14,1209,NA,NA
800,351.99596,933.84,800,NA,NA
1398,352.08456,359.52,1398,NA,NA
673,352.16557,339.96000000000004,673,NA,NA
607,352.85209,933.4200000000001,607,NA,NA
389,352.89751,44.94,389,NA,NA
768,352.99552,933.12,768,NA,NA
647,353.19885,445.56,647,NA,NA
314,354.12708,384.48,314,NA,NA
37,354.28507,436.44,37,NA,NA
36,354.28508,436.26,36,NA,NA
860,354.84739,45.36,860,NA,NA
651,355.01155,933.0600000000001,651,NA,NA
914,355.15667,510.12000000000006,914,NA,NA
814,355.22625,444.48,814,NA,NA
932,356.16997,416.64,932,NA,NA
216,356.35236,459.78000000000003,216,NA,NA
263,357.05358,233.4,263,NA,NA
293,357.27883,457.86,293,NA,NA
937,357.29997,488.58000000000004,937,NA,NA
256,357.29997,493.44,256,7,5
295,358.20722,300.48,295,17,2
296,358.20726,300.41999999999996,296,NA,NA
491,358.24116,457.38,491,18,4
58,358.2729,476.04,58,NA,NA
57,358.27412,475.62,57,NA,NA
267,358.36799,471.3,267,10,6
1406,358.84257,45.72,1406,NA,NA
1084,359.00716,933,1084,NA,NA
139,359.31563,515.94,139,13,4
118,359.31565,512.88,118,NA,NA
1428,361.2008,382.73999999999995,1428,NA,NA
514,362.92635,44.58,514,NA,NA
1074,363.17221,465.12,1074,NA,NA
623,363.21663,390.59999999999997,623,NA,NA
784,364.87633,44.94,784,NA,NA
1721,364.91611,48.6,1721,NA,NA
1385,365.13907,437.03999999999996,1385,NA,NA
1636,366.05851,244.14,1636,NA,NA
1056,366.1075,50.28,1056,NA,NA
832,366.28499,443.76,832,NA,NA
602,366.37305,586.62,602,15,4
1776,366.8994,408,1776,NA,NA
496,367.10369,50.339999999999996,496,NA,NA
1210,367.1422,49.62,1210,NA,NA
1384,367.14996,288.36,1384,NA,NA
959,367.15707,396.65999999999997,959,NA,NA
154,367.15708,388.5,154,NA,NA
1014,368.27967,429.24,1014,NA,NA
1344,368.87152,45.36,1344,NA,NA
769,369.1727,380.88,769,NA,NA
489,369.17272,393.29999999999995,489,NA,NA
232,369.17272,403.2,232,NA,NA
1348,369.17284,414,1348,NA,NA
748,369.24219,461.22,748,NA,NA
1229,369.38407,479.22,1229,NA,NA
1708,370.07661,273.59999999999997,1708,NA,NA
875,370.2953,466.92,875,NA,NA
1682,371.1884,409.5,1682,NA,NA
1468,371.18841,398.46,1468,NA,NA
41,371.24038,447.84000000000003,41,NA,NA
259,371.24039,443.58,259,NA,NA
716,371.31561,527.5799999999999,716,NA,NA
829,371.32693,454.02,829,NA,NA
469,372.1586,351.78000000000003,469,NA,NA
1092,372.18656,297.66,1092,NA,NA
328,372.31085,479.28000000000003,328,NA,NA
549,372.73797,46.14,549,NA,NA
836,374.90511,44.64,836,NA,NA
1563,376.45594,932.52,1563,NA,NA
968,376.73209,46.2,968,NA,NA
1368,376.92848,49.68,1368,NA,NA
1550,377.15919,363.54,1550,NA,NA
463,377.19353,400.98,463,NA,NA
923,377.19362,421.56,923,NA,NA
1174,378.2697,381.3,1174,NA,NA
1020,379.15506,444.17999999999995,1020,NA,NA
612,380.08095,260.21999999999997,612,NA,NA
958,381.18234,418.2,958,NA,NA
1570,381.18235,433.97999999999996,1570,NA,NA
1508,381.23031,460.32,1508,NA,NA
672,382.76675,45.9,672,NA,NA
117,383.11589,50.22,117,NA,NA
929,383.15204,365.03999999999996,929,NA,NA
675,383.18818,542.7,675,NA,NA
1640,383.19087,307.98,1640,20,2
1087,383.19835,418.14000000000004,1087,NA,NA
1140,383.21929,447.78000000000003,1140,NA,NA
747,384.17412,373.97999999999996,747,NA,NA
1155,384.29544,437.1,1155,NA,NA
700,384.29558,395.4,700,NA,NA
1376,384.34742,501.72,1376,NA,NA
823,384.71681,46.08,823,NA,NA
711,384.9339,45.24,711,NA,NA
1255,385.1677,353.09999999999997,1255,NA,NA
1358,385.37904,486.54,1358,NA,NA
80,387.18028,406.14,80,NA,NA
1171,387.18033,397.2,1171,NA,NA
1091,387.21431,443.58,1091,NA,NA
1615,387.25289,421.62,1615,NA,NA
72,388.25419,311.09999999999997,72,21,2
71,388.25422,311.04,71,NA,NA
1105,388.711,46.14,1105,NA,NA
1474,388.71207,46.2,1474,NA,NA
1717,389.08993,347.7,1717,NA,NA
1253,389.11203,444.9,1253,NA,NA
1363,389.16268,399.71999999999997,1363,NA,NA
1287,389.1723,401.04,1287,NA,NA
1536,390.47153,932.5799999999999,1536,NA,NA
548,390.79857,45.72,548,NA,NA
1353,391.10163,50.339999999999996,1353,NA,NA
1488,391.11887,430.38,1488,NA,NA
1269,391.15149,416.58,1269,NA,NA
1284,391.17487,374.46,1284,NA,NA
61,391.28438,523.3199999999999,61,NA,NA
1752,392.07343,299.64,1752,NA,NA
547,392.79559,45.72,547,NA,NA
989,393.17052,450.78,989,NA,NA
703,393.24809,447.78000000000003,703,NA,NA
1139,394.7457,45.9,1139,NA,NA
833,394.79255,45.660000000000004,833,NA,NA
1742,394.88943,45.18,1742,NA,NA
741,395.12893,436.85999999999996,741,NA,NA
1678,395.16183,382.62,1678,NA,NA
1303,395.18856,407.03999999999996,1303,NA,NA
1127,397.00211,313.32000000000005,1127,NA,NA
1360,397.14932,351.18,1360,NA,NA
1218,397.17782,390.71999999999997,1218,NA,NA
639,397.20424,402.24,639,NA,NA
1168,397.22538,447.66,1168,NA,NA
465,398.15334,381.42,465,NA,NA
1633,398.73973,46.02,1633,NA,NA
1587,398.7407,46.02,1587,NA,NA
1433,398.9355,393.59999999999997,1433,NA,NA
1723,399.2199,418.8,1723,NA,NA
1450,399.21992,406.32,1450,NA,NA
9,399.25058,448.92,9,NA,NA
782,400.16912,337.2,782,NA,NA
1770,400.69124,46.14,1770,NA,NA
495,400.82735,45.480000000000004,495,NA,NA
904,401.14771,430.44,904,NA,NA
246,402.23342,307.86,246,17,3
247,402.23346,307.98,247,NA,NA
901,402.26996,330.23999999999995,901,NA,NA
1769,402.68799,46.26,1769,NA,NA
634,403.44462,932.5799999999999,634,NA,NA
1511,404.45084,42.66,1511,NA,NA
662,404.45086,932.46,662,NA,NA
1098,404.77454,45.72,1098,NA,NA
963,404.82143,45.480000000000004,963,NA,NA
1671,405.19073,382.68,1671,NA,NA
1227,406.1642,335.76,1227,NA,NA
1424,406.77257,45.84,1424,NA,NA
381,407.16757,416.70000000000005,381,NA,NA
382,407.1676,416.58,382,NA,NA
1161,407.20645,390.71999999999997,1161,NA,NA
1423,408.76952,45.9,1423,NA,NA
467,409.1447,444.06,467,NA,NA
561,409.18704,291.42,561,NA,NA
844,410.32658,459.17999999999995,844,NA,NA
410,410.85616,45.18,410,NA,NA
1204,411.12859,351.06,1204,NA,NA
1017,412.80647,45.480000000000004,1017,NA,NA
1033,413.19921,391.08,1033,NA,NA
1002,413.21215,291.47999999999996,1002,NA,NA
811,414.14832,343.74,811,NA,NA
1093,414.32153,467.21999999999997,1093,NA,NA
1016,414.80341,45.42,1016,NA,NA
1072,416.2129,305.21999999999997,1072,NA,NA
1365,416.31632,420.12,1365,NA,NA
1351,416.80138,45.660000000000004,1351,NA,NA
1622,417.33657,528.66,1622,NA,NA
1039,418.22255,406.14,1039,NA,NA
702,418.26477,315.23999999999995,702,19,2
1537,419.17008,396.54,1537,NA,NA
422,420.88504,44.82,422,NA,NA
1431,421.22542,446.52,1431,NA,NA
809,422.31148,453.29999999999995,809,NA,NA
1001,422.83526,45.12,1001,NA,NA
618,423.16034,450.59999999999997,618,NA,NA
1634,424.19669,390.71999999999997,1634,NA,NA
1068,424.3638,475.62,1068,NA,NA
1005,426.29101000000003,337.38,1005,NA,NA
1280,426.83005000000003,45.54,1280,NA,NA
1675,427.21501,390.84000000000003,1675,NA,NA
1655,427.21745,314.28000000000003,1655,20,3
631,430.69659,46.2,631,NA,NA
1263,430.88809,430.5,1263,NA,NA
506,430.91372,44.58,506,NA,NA
1369,432.23812,406.14,1369,NA,NA
1469,432.23821,422.34,1469,NA,NA
1372,432.24419,312.36,1372,NA,NA
77,432.2803,317.34,77,21,3
78,432.28032,317.46000000000004,78,NA,NA
951,432.86422,44.82,951,NA,NA
917,434.69081,46.08,917,NA,NA
1773,435.14535,388.56,1773,NA,NA
1778,435.17157,359.52,1778,NA,NA
1440,436.68789,46.26,1440,NA,NA
1393,436.85886,45.12,1393,NA,NA
1305,437.21777,337.44,1305,NA,NA
1131,437.25348,441.6,1131,NA,NA
671,437.38223,932.22,671,NA,NA
502,439.3781,565.6800000000001,502,NA,NA
819,440.72539,45.96,819,NA,NA
1447,441.07471,50.339999999999996,1447,NA,NA
1145,441.15196,390.06,1145,NA,NA
638,442.67591,46.08,638,NA,NA
982,442.89302,44.64,982,NA,NA
637,444.67293,46.08,637,NA,NA
1304,444.71945,45.96,1304,NA,NA
1683,445.22646,381.3,1683,NA,NA
838,445.31596,444.6,838,NA,NA
253,446.25962,314.28000000000003,253,17,4
892,446.29606,335.4,892,NA,NA
1566,446.67067,46.2,1566,NA,NA
876,447.34697,593.64,876,NA,NA
1490,448.30603,421.8,1490,NA,NA
1618,448.30623,412.38,1618,NA,NA
1235,448.66707,46.08,1235,NA,NA
1579,448.66769,46.32,1579,NA,NA
793,448.75693,45.78,793,NA,NA
1524,449.23687,435.41999999999996,1524,NA,NA
1707,449.25379,455.4,1707,NA,NA
720,450.32131,442.2,720,NA,NA
557,450.32139,438.78,557,NA,NA
792,450.75427,45.78,792,NA,NA
981,451.21501,314.46,981,NA,NA
967,452.70477,45.9,967,NA,NA
955,452.75107,45.78,955,NA,NA
756,452.92186,45.24,756,NA,NA
1243,455.21403,418.74,1243,NA,NA
1282,456.69898,45.96,1282,NA,NA
1693,456.69949,46.08,1693,NA,NA
1623,458.64984,46.14,1623,NA,NA
715,458.78598,45.660000000000004,715,NA,NA
1015,459.28977,497.46000000000004,1015,NA,NA
1555,460.64716,46.14,1555,NA,NA
714,460.78308,45.54,714,NA,NA
659,462.29093,321.24,659,22,1
1709,462.64385,46.26,1709,NA,NA
1003,462.73359,45.72,1003,NA,NA
1031,462.77997,45.72,1031,NA,NA
1438,463.13076,456.96,1438,NA,NA
1316,463.25064,444.12,1316,NA,NA
971,464.1914,362.4,971,NA,NA
594,465.30375,517.44,594,NA,NA
1283,466.31604,426.90000000000003,1283,NA,NA
1514,466.72769,45.84,1514,NA,NA
1627,466.72815,45.9,1627,NA,NA
1026,467.29814,438.96,1026,NA,NA
564,468.30847,450.48,564,23,1
134,468.30871,454.68,134,24,1
696,468.81472,45.36,696,NA,NA
816,469.1357,430.38,816,NA,NA
1445,469.26017,244.14,1445,NA,NA
1657,470.19718,540.96,1657,NA,NA
1492,471.21892,437.03999999999996,1492,NA,NA
1624,471.24382,319.92,1624,20,4
974,472.76269,45.480000000000004,974,NA,NA
983,473.23311,306.06,983,NA,NA
1040,473.2819,465.48,1040,NA,NA
570,474.4153,567.78,570,NA,NA
571,474.41532,567.36,571,NA,NA
1631,474.76008,45.84,1631,NA,NA
1290,476.27017,318.29999999999995,1290,NA,NA
83,476.30651,322.86,83,21,4
84,476.30651,323.09999999999997,84,NA,NA
1630,476.7571,45.9,1630,NA,NA
372,478.29277,464.52,372,NA,NA
530,478.29285,460.44,530,NA,NA
1442,478.36793,513.24,1442,NA,NA
644,478.84354,45.06,644,NA,NA
925,479.25898,416.64,925,NA,NA
1378,479.29221,45.36,1378,NA,NA
733,479.37066,566.2800000000001,733,NA,NA
749,479.49893,545.4599999999999,749,NA,NA
1173,480.18735,244.14,1173,NA,NA
725,480.34488,484.49999999999994,725,NA,NA
1009,480.79441,45.12,1009,NA,NA
1642,481.28016,432.12,1642,NA,NA
531,482.32412,491.1,531,NA,NA
250,482.32416,462.9,250,23,2
180,482.36053,484.26,180,NA,NA
1004,482.79157,45.24,1004,NA,NA
437,483.23608,437.03999999999996,437,25,1
1289,484.08606,436.92,1289,NA,NA
1638,484.78845,45.660000000000004,1638,NA,NA
1048,485.23488,444.24,1048,NA,NA
459,485.81122,933.7199999999999,459,NA,NA
455,485.81129,756.3000000000001,455,NA,NA
312,485.8113,889.26,312,NA,NA
1777,488.40322,932.76,1777,NA,NA
790,488.65521,46.32,790,NA,NA
685,488.87244,44.76,685,NA,NA
251,490.28586,319.92,251,17,5
309,490.41587,447.78000000000003,309,NA,NA
1106,490.41601000000003,443.52000000000004,1106,NA,NA
791,490.65234,46.14,791,NA,NA
1064,490.8234,44.94,1064,NA,NA
998,493.24742,337.44,998,NA,NA
988,494.25409,337.5,988,NA,NA
302,494.32428,455.03999999999996,302,26,1
70,494.32429,459,70,24,2
1444,494.6466,46.2,1444,NA,NA
1650,494.81763,45.480000000000004,1650,NA,NA
1616,495.3146,510.59999999999997,1616,NA,NA
984,495.43218,932.76,984,NA,NA
1349,495.79623,934.5,1349,NA,NA
25,496.33992,466.56,25,NA,NA
3,496.33996,471.54,3,23,3
1391,496.369,401.04,1391,NA,NA
249,497.25177,444.06,249,25,2
1584,497.27242,932.4,1584,NA,NA
900,498.10185,444.06,900,NA,NA
895,498.28928,426.24,895,NA,NA
1090,498.68417,45.96,1090,NA,NA
1102,498.92991,414.24,1102,NA,NA
1589,499.03318,50.28,1589,NA,NA
1735,499.29124,414.12,1735,NA,NA
1164,499.82749,934.3199999999999,1164,NA,NA
704,500.63508,46.08,704,NA,NA
1114,500.85219,44.7,1114,NA,NA
887,501.34277,447.78000000000003,887,NA,NA
119,502.31641,461.52,119,NA,NA
585,502.63212,46.08,585,NA,NA
1414,502.67825,45.96,1414,NA,NA
1498,503.28942,45.42,1498,NA,NA
653,503.82205,933.7199999999999,653,NA,NA
658,506.31717,326.52,658,19,3
1666,506.62636,46.2,1666,NA,NA
1054,506.62648,46.08,1054,NA,NA
1736,507.22326,439.98,1736,NA,NA
1457,507.22349,431.58,1457,NA,NA
521,508.33979,467.21999999999997,521,NA,NA
225,508.37614,488.34,225,NA,NA
969,508.71282,45.78,969,NA,NA
122,510.35548,481.02,122,23,4
