CHROMATOGRAM
S:\raw data Q Exactive\@Experiments\DP00026-PhD Project\KU data\PCI-flowrate-IS-KU\Exp4\1uM\240815-PAN-001-Blank-1uM-05ulmin.raw
Data points: 117265
Time(min),ElutingPump_Pressure bar
8.964666667,267.53
8.964833333,267.53
8.965,267.51
8.965166667,267.5
8.965333333,267.49
8.9655,267.48
8.965666667,267.48
8.965833333,267.47
8.966,267.48
8.966166667,267.48
8.966333333,267.49
8.9665,267.49
8.966666667,267.5
8.966833333,267.51
8.967,267.52
8.967166667,267.52
8.967333333,267.52
8.9675,267.52
8.967666667,267.52
8.967833333,267.53
8.968,267.54
8.968166667,267.55
8.968333333,267.56
8.9685,267.58
8.968666667,267.58
8.968833333,267.58
8.969,267.58
8.969166667,267.59
8.969333333,267.59
8.9695,267.58
8.969666667,267.59
8.969833333,267.61
8.97,267.62
8.970166667,267.63
8.970333333,267.64
8.9705,267.65
8.970666667,267.67
8.970833333,267.67
8.971,267.68
8.971166667,267.71
8.971333333,267.75
8.9715,267.77
8.971666667,267.78
8.971833333,267.8
8.972,267.81
8.972166667,267.82
8.972333333,267.82
8.9725,267.83
8.972666667,267.84
8.972833333,267.85
8.973,267.85
8.973166667,267.84
8.973333333,267.84
8.9735,267.85
8.973666667,267.85
8.973833333,267.85
8.974,267.87
8.974166667,267.89
8.974333333,267.91
8.9745,267.92
8.974666667,267.94
8.974833333,267.95
8.975,267.96
8.975166667,267.96
8.975333333,267.96
8.9755,267.97
8.975666667,267.99
8.975833333,267.99
8.976,267.99
8.976166667,268
8.976333333,268
8.9765,268.01
8.976666667,268.01
8.976833333,268.02
8.977,268.03
8.977166667,268.05
8.977333333,268.06
8.9775,268.06
8.977666667,268.06
8.977833333,268.07
8.978,268.09
8.978166667,268.09
8.978333333,268.11
8.9785,268.14
8.978666667,268.16
8.978833333,268.17
8.979,268.18
8.979166667,268.19
8.979333333,268.2
8.9795,268.22
8.979666667,268.22
8.979833333,268.23
8.98,268.26
8.980166667,268.28
8.980333333,268.28
8.9805,268.29
8.980666667,268.3
8.980833333,268.31
8.981,268.33
8.981166667,268.34
8.981333333,268.35
8.9815,268.37
8.981666667,268.39
8.981833333,268.38
8.982,268.38
8.982166667,268.39
8.982333333,268.4
8.9825,268.39
8.982666667,268.39
8.982833333,268.39
8.983,268.39
8.983166667,268.38
8.983333333,268.37
8.9835,268.36
8.983666667,268.35
8.983833333,268.35
8.984,268.34
8.984166667,268.34
8.984333333,268.36
8.9845,268.38
8.984666667,268.38
8.984833333,268.38
8.985,268.39
8.985166667,268.4
8.985333333,268.41
8.9855,268.41
8.985666667,268.41
8.985833333,268.42
8.986,268.43
8.986166667,268.42
8.986333333,268.41
8.9865,268.41
8.986666667,268.42
8.986833333,268.42
8.987,268.42
8.987166667,268.44
8.987333333,268.45
8.9875,268.46
8.987666667,268.45
8.987833333,268.45
8.988,268.45
8.988166667,268.45
8.988333333,268.44
8.9885,268.43
8.988666667,268.44
8.988833333,268.46
8.989,268.46
8.989166667,268.45
8.989333333,268.45
8.9895,268.44
8.989666667,268.43
8.989833333,268.42
8.99,268.42
8.990166667,268.42
8.990333333,268.43
8.9905,268.43
8.990666667,268.43
8.990833333,268.44
8.991,268.45
8.991166667,268.45
8.991333333,268.45
8.9915,268.47
8.991666667,268.48
8.991833333,268.49
8.992,268.49
8.992166667,268.49
8.992333333,268.49
8.9925,268.49
8.992666667,268.48
8.992833333,268.47
8.993,268.48
8.993166667,268.5
8.993333333,268.5
8.9935,268.49
8.993666667,268.5
8.993833333,268.5
8.994,268.5
8.994166667,268.5
8.994333333,268.5
8.9945,268.51
8.994666667,268.53
8.994833333,268.53
8.995,268.51
8.995166667,268.5
8.995333333,268.5
8.9955,268.49
8.995666667,268.47
8.995833333,268.46
8.996,268.46
8.996166667,268.47
8.996333333,268.46
8.9965,268.45
8.996666667,268.44
8.996833333,268.45
8.997,268.45
8.997166667,268.43
8.997333333,268.44
8.9975,268.46
8.997666667,268.47
8.997833333,268.46
8.998,268.46
8.998166667,268.46
8.998333333,268.46
8.9985,268.47
8.998666667,268.48
8.998833333,268.48
8.999,268.48
8.999166667,268.49
8.999333333,268.47
8.9995,268.46
8.999666667,268.45
8.999833333,268.45
9,268.45
9.000166667,268.45
9.000333333,268.46
9.0005,268.47
9.000666667,268.47
9.000833333,268.46
9.001,268.46
9.001166667,268.46
9.001333333,268.47
9.0015,268.46
9.001666667,268.47
9.001833333,268.49
9.002,268.51
9.002166667,268.5
9.002333333,268.49
9.0025,268.5
9.002666667,268.5
9.002833333,268.5
9.003,268.5
9.003166667,268.51
9.003333333,268.53
9.0035,268.55
9.003666667,268.54
9.003833333,268.53
9.004,268.53
9.004166667,268.53
9.004333333,268.53
9.0045,268.52
9.004666667,268.52
9.004833333,268.52
9.005,268.53
9.005166667,268.52
9.005333333,268.51
9.0055,268.5
9.005666667,268.51
9.005833333,268.5
9.006,268.48
9.006166667,268.49
9.006333333,268.51
9.0065,268.51
9.006666667,268.49
9.006833333,268.49
9.007,268.48
9.007166667,268.47
9.007333333,268.46
9.0075,268.46
9.007666667,268.46
9.007833333,268.46
9.008,268.45
9.008166667,268.43
9.008333333,268.42
9.0085,268.42
9.008666667,268.41
9.008833333,268.39
9.009,268.39
9.009166667,268.4
9.009333333,268.41
9.0095,268.41
9.009666667,268.41
9.009833333,268.41
9.01,268.41
9.010166667,268.4
9.010333333,268.38
9.0105,268.39
9.010666667,268.42
9.010833333,268.43
9.011,268.42
9.011166667,268.43
9.011333333,268.44
9.0115,268.44
9.011666667,268.44
9.011833333,268.45
9.012,268.46
9.012166667,268.47
9.012333333,268.47
9.0125,268.45
9.012666667,268.44
9.012833333,268.45
9.013,268.46
9.013166667,268.45
9.013333333,268.44
9.0135,268.44
9.013666667,268.45
9.013833333,268.45
9.014,268.45
9.014166667,268.46
9.014333333,268.48
9.0145,268.5
9.014666667,268.49
9.014833333,268.49
9.015,268.51
9.015166667,268.53
9.015333333,268.52
9.0155,268.51
9.015666667,268.51
9.015833333,268.51
9.016,268.51
9.016166667,268.51
9.016333333,268.51
9.0165,268.51
9.016666667,268.52
9.016833333,268.51
9.017,268.5
9.017166667,268.5
9.017333333,268.5
9.0175,268.5
9.017666667,268.49
9.017833333,268.5
9.018,268.51
9.018166667,268.51
9.018333333,268.5
9.0185,268.5
9.018666667,268.5
9.018833333,268.51
9.019,268.5
9.019166667,268.5
9.019333333,268.52
9.0195,268.54
9.019666667,268.53
9.019833333,268.51
9.02,268.51
9.020166667,268.5
9.020333333,268.49
9.0205,268.48
9.020666667,268.47
9.020833333,268.47
9.021,268.48
9.021166667,268.47
9.021333333,268.46
9.0215,268.47
9.021666667,268.49
9.021833333,268.5
9.022,268.48
9.022166667,268.48
9.022333333,268.5
9.0225,268.51
9.022666667,268.51
9.022833333,268.51
9.023,268.51
9.023166667,268.51
9.023333333,268.5
9.0235,268.48
9.023666667,268.48
9.023833333,268.5
9.024,268.51
9.024166667,268.5
9.024333333,268.5
9.0245,268.5
9.024666667,268.5
9.024833333,268.5
9.025,268.5
9.025166667,268.5
9.025333333,268.5
9.0255,268.5
9.025666667,268.47
9.025833333,268.45
9.026,268.43
9.026166667,268.41
9.026333333,268.39
9.0265,268.38
9.026666667,268.38
9.026833333,268.38
9.027,268.37
9.027166667,268.37
9.027333333,268.37
9.0275,268.37
9.027666667,268.37
9.027833333,268.36
9.028,268.36
9.028166667,268.37
9.028333333,268.37
9.0285,268.35
9.028666667,268.34
9.028833333,268.34
9.029,268.34
9.029166667,268.34
9.029333333,268.34
9.0295,268.35
9.029666667,268.36
9.029833333,268.37
9.03,268.35
9.030166667,268.34
9.030333333,268.34
9.0305,268.35
9.030666667,268.34
9.030833333,268.33
9.031,268.34
9.031166667,268.35
9.031333333,268.35
9.0315,268.33
9.031666667,268.32
9.031833333,268.31
9.032,268.31
9.032166667,268.3
9.032333333,268.29
9.0325,268.3
9.032666667,268.32
9.032833333,268.32
9.033,268.3
9.033166667,268.3
9.033333333,268.29
9.0335,268.29
9.033666667,268.29
9.033833333,268.29
9.034,268.29
9.034166667,268.3
9.034333333,268.29
9.0345,268.27
9.034666667,268.26
9.034833333,268.25
9.035,268.24
9.035166667,268.22
9.035333333,268.21
9.0355,268.21
9.035666667,268.21
9.035833333,268.2
9.036,268.18
9.036166667,268.17
9.036333333,268.16
9.0365,268.15
9.036666667,268.13
9.036833333,268.13
9.037,268.15
9.037166667,268.16
9.037333333,268.15
9.0375,268.15
9.037666667,268.15
9.037833333,268.15
9.038,268.14
9.038166667,268.13
9.038333333,268.13
9.0385,268.14
9.038666667,268.14
9.038833333,268.13
9.039,268.12
9.039166667,268.13
9.039333333,268.14
9.0395,268.13
9.039666667,268.12
9.039833333,268.13
9.04,268.14
9.040166667,268.14
9.040333333,268.13
9.0405,268.13
9.040666667,268.13
9.040833333,268.14
9.041,268.13
9.041166667,268.13
9.041333333,268.15
9.0415,268.17
9.041666667,268.16
9.041833333,268.15
9.042,268.14
9.042166667,268.12
9.042333333,268.11
9.0425,268.1
9.042666667,268.09
9.042833333,268.08
9.043,268.08
9.043166667,268.06
9.043333333,268.05
9.0435,268.05
9.043666667,268.06
9.043833333,268.05
9.044,268.05
9.044166667,268.06
9.044333333,268.07
9.0445,268.07
9.044666667,268.06
9.044833333,268.05
9.045,268.04
9.045166667,268.04
9.045333333,268.02
9.0455,268
9.045666667,268
9.045833333,268.01
9.046,268
9.046166667,267.98
9.046333333,267.98
9.0465,267.97
9.046666667,267.96
9.046833333,267.95
9.047,267.94
9.047166667,267.94
9.047333333,267.95
9.0475,267.95
9.047666667,267.94
9.047833333,267.93
9.048,267.93
9.048166667,267.93
9.048333333,267.91
9.0485,267.91
9.048666667,267.92
9.048833333,267.93
9.049,267.94
9.049166667,267.94
9.049333333,267.94
9.0495,267.95
9.049666667,267.96
9.049833333,267.95
9.05,267.96
9.050166667,267.97
9.050333333,267.98
9.0505,267.97
9.050666667,267.96
9.050833333,267.95
9.051,267.94
9.051166667,267.93
9.051333333,267.92
9.0515,267.92
9.051666667,267.92
9.051833333,267.92
9.052,267.9
9.052166667,267.89
9.052333333,267.89
9.0525,267.89
9.052666667,267.88
9.052833333,267.88
9.053,267.89
9.053166667,267.89
9.053333333,267.89
9.0535,267.88
9.053666667,267.88
9.053833333,267.88
9.054,267.88
9.054166667,267.87
9.054333333,267.87
9.0545,267.88
9.054666667,267.89
9.054833333,267.88
9.055,267.87
9.055166667,267.87
9.055333333,267.86
9.0555,267.85
9.055666667,267.84
9.055833333,267.84
9.056,267.84
9.056166667,267.85
9.056333333,267.84
9.0565,267.83
9.056666667,267.83
9.056833333,267.83
9.057,267.82
9.057166667,267.82
9.057333333,267.83
9.0575,267.84
9.057666667,267.84
9.057833333,267.83
9.058,267.83
9.058166667,267.82
9.058333333,267.82
9.0585,267.81
9.058666667,267.8
9.058833333,267.81
9.059,267.82
9.059166667,267.81
9.059333333,267.8
9.0595,267.8
9.059666667,267.79
9.059833333,267.79
9.06,267.79
9.060166667,267.8
9.060333333,267.8
9.0605,267.81
9.060666667,267.8
9.060833333,267.79
9.061,267.79
9.061166667,267.79
9.061333333,267.78
9.0615,267.77
9.061666667,267.77
9.061833333,267.77
9.062,267.77
9.062166667,267.76
9.062333333,267.76
9.0625,267.75
9.062666667,267.75
9.062833333,267.73
9.063,267.71
9.063166667,267.71
9.063333333,267.71
9.0635,267.7
9.063666667,267.69
9.063833333,267.69
9.064,267.68
9.064166667,267.67
9.064333333,267.66
9.0645,267.66
9.064666667,267.66
9.064833333,267.67
9.065,267.67
9.065166667,267.66
9.065333333,267.66
9.0655,267.66
9.065666667,267.65
9.065833333,267.63
9.066,267.63
9.066166667,267.63
9.066333333,267.63
9.0665,267.62
9.066666667,267.61
9.066833333,267.6
9.067,267.59
9.067166667,267.58
9.067333333,267.57
9.0675,267.58
9.067666667,267.59
9.067833333,267.59
9.068,267.58
9.068166667,267.58
9.068333333,267.57
9.0685,267.57
9.068666667,267.56
9.068833333,267.56
9.069,267.57
9.069166667,267.58
9.069333333,267.58
9.0695,267.57
9.069666667,267.57
9.069833333,267.57
9.07,267.57
9.070166667,267.56
9.070333333,267.57
9.0705,267.58
9.070666667,267.59
9.070833333,267.59
9.071,267.59
9.071166667,267.59
9.071333333,267.59
9.0715,267.59
9.071666667,267.58
9.071833333,267.6
9.072,267.61
9.072166667,267.65
9.072333333,267.68
9.0725,267.71
9.072666667,267.75
9.072833333,267.77
9.073,267.78
9.073166667,267.79
9.073333333,267.82
9.0735,267.84
9.073666667,267.84
9.073833333,267.84
9.074,267.85
9.074166667,267.87
9.074333333,267.88
9.0745,267.88
9.074666667,267.89
9.074833333,267.9
9.075,267.89
9.075166667,267.88
9.075333333,267.88
9.0755,267.89
9.075666667,267.9
9.075833333,267.9
9.076,267.9
9.076166667,267.9
9.076333333,267.89
9.0765,267.86
9.076666667,267.84
9.076833333,267.84
9.077,267.84
9.077166667,267.83
9.077333333,267.82
9.0775,267.82
9.077666667,267.82
9.077833333,267.81
9.078,267.81
9.078166667,267.82
9.078333333,267.83
9.0785,267.83
9.078666667,267.83
9.078833333,267.83
9.079,267.84
9.079166667,267.84
9.079333333,267.83
9.0795,267.81
9.079666667,267.82
9.079833333,267.83
9.08,267.83
9.080166667,267.83
9.080333333,267.83
9.0805,267.83
9.080666667,267.82
9.080833333,267.81
9.081,267.82
9.081166667,267.83
9.081333333,267.83
9.0815,267.82
9.081666667,267.82
9.081833333,267.83
9.082,267.83
9.082166667,267.83
9.082333333,267.83
9.0825,267.84
9.082666667,267.85
9.082833333,267.86
9.083,267.86
9.083166667,267.88
9.083333333,267.89
9.0835,267.88
9.083666667,267.86
9.083833333,267.85
9.084,267.86
9.084166667,267.86
9.084333333,267.86
9.0845,267.86
9.084666667,267.87
9.084833333,267.86
9.085,267.85
9.085166667,267.84
9.085333333,267.86
9.0855,267.88
9.085666667,267.89
9.085833333,267.89
9.086,267.9
9.086166667,267.9
9.086333333,267.89
9.0865,267.88
9.086666667,267.87
9.086833333,267.87
9.087,267.86
9.087166667,267.85
9.087333333,267.84
9.0875,267.86
9.087666667,267.86
9.087833333,267.84
9.088,267.83
9.088166667,267.85
9.088333333,267.87
9.0885,267.88
9.088666667,267.88
9.088833333,267.89
9.089,267.9
9.089166667,267.89
9.089333333,267.88
9.0895,267.89
9.089666667,267.9
9.089833333,267.9
9.09,267.9
9.090166667,267.9
9.090333333,267.92
9.0905,267.93
9.090666667,267.93
9.090833333,267.93
9.091,267.94
9.091166667,267.96
9.091333333,267.97
9.0915,267.97
9.091666667,267.99
9.091833333,268
9.092,267.99
9.092166667,267.98
9.092333333,267.97
9.0925,267.98
9.092666667,267.99
9.092833333,268
9.093,268
9.093166667,268.01
9.093333333,268.01
9.0935,268
9.093666667,267.99
9.093833333,268
9.094,268.01
9.094166667,268.02
9.094333333,268.02
9.0945,268.03
9.094666667,268.04
9.094833333,268.03
9.095,268.02
9.095166667,268.02
9.095333333,268.03
9.0955,268.03
9.095666667,268.03
9.095833333,268.03
9.096,268.05
9.096166667,268.05
9.096333333,268.04
9.0965,268.03
9.096666667,268.03
9.096833333,268.05
9.097,268.06
9.097166667,268.06
9.097333333,268.06
9.0975,268.06
9.097666667,268.04
9.097833333,268.02
9.098,268.01
9.098166667,268.01
9.098333333,268
9.0985,267.98
9.098666667,267.96
9.098833333,267.97
9.099,267.97
9.099166667,267.96
9.099333333,267.95
9.0995,267.96
9.099666667,267.98
9.099833333,267.98
9.1,267.98
9.100166667,267.99
9.100333333,268.01
9.1005,268.01
9.100666667,268
9.100833333,267.98
9.101,267.98
9.101166667,267.99
9.101333333,267.99
9.1015,267.99
9.101666667,267.99
9.101833333,268
9.102,267.99
9.102166667,267.98
9.102333333,267.98
9.1025,268
9.102666667,268.01
9.102833333,268.01
9.103,268.02
9.103166667,268.04
9.103333333,268.04
9.1035,268.03
9.103666667,268.03
9.103833333,268.04
9.104,268.05
9.104166667,268.06
9.104333333,268.06
9.1045,268.07
9.104666667,268.08
9.104833333,268.07
9.105,268.06
9.105166667,268.06
9.105333333,268.09
9.1055,268.11
9.105666667,268.11
9.105833333,268.11
9.106,268.11
9.106166667,268.1
9.106333333,268.08
9.1065,268.07
9.106666667,268.08
9.106833333,268.09
9.107,268.09
9.107166667,268.08
9.107333333,268.09
9.1075,268.11
9.107666667,268.11
9.107833333,268.11
9.108,268.11
9.108166667,268.12
9.108333333,268.13
9.1085,268.13
9.108666667,268.13
9.108833333,268.14
9.109,268.14
9.109166667,268.13
9.109333333,268.11
9.1095,268.1
9.109666667,268.11
9.109833333,268.11
9.11,268.1
9.110166667,268.1
9.110333333,268.1
9.1105,268.08
9.110666667,268.06
9.110833333,268.04
9.111,268.05
9.111166667,268.07
9.111333333,268.08
9.1115,268.09
9.111666667,268.11
9.111833333,268.11
9.112,268.11
9.112166667,268.1
9.112333333,268.1
9.1125,268.11
9.112666667,268.11
9.112833333,268.11
9.113,268.11
9.113166667,268.12
9.113333333,268.12
9.1135,268.1
9.113666667,268.08
9.113833333,268.09
9.114,268.11
9.114166667,268.12
9.114333333,268.13
9.1145,268.14
9.114666667,268.15
9.114833333,268.14
9.115,268.13
9.115166667,268.13
9.115333333,268.15
9.1155,268.15
9.115666667,268.14
9.115833333,268.13
9.116,268.15
9.116166667,268.16
9.116333333,268.16
9.1165,268.16
9.116666667,268.17
9.116833333,268.18
9.117,268.19
9.117166667,268.2
9.117333333,268.21
9.1175,268.23
9.117666667,268.23
9.117833333,268.21
9.118,268.19
9.118166667,268.19
9.118333333,268.19
9.1185,268.19
9.118666667,268.19
9.118833333,268.19
9.119,268.19
9.119166667,268.18
9.119333333,268.17
9.1195,268.18
9.119666667,268.2
9.119833333,268.21
9.12,268.21
9.120166667,268.22
9.120333333,268.23
9.1205,268.23
9.120666667,268.21
9.120833333,268.2
9.121,268.2
9.121166667,268.21
9.121333333,268.21
9.1215,268.21
9.121666667,268.22
9.121833333,268.23
9.122,268.23
9.122166667,268.22
9.122333333,268.22
9.1225,268.25
9.122666667,268.27
9.122833333,268.27
9.123,268.27
9.123166667,268.28
9.123333333,268.28
9.1235,268.26
9.123666667,268.25
9.123833333,268.26
9.124,268.27
9.124166667,268.26
9.124333333,268.25
9.1245,268.24
9.124666667,268.24
9.124833333,268.23
9.125,268.22
9.125166667,268.21
9.125333333,268.21
9.1255,268.21
9.125666667,268.2
9.125833333,268.19
9.126,268.2
9.126166667,268.2
9.126333333,268.18
9.1265,268.15
9.126666667,268.14
9.126833333,268.14
9.127,268.14
9.127166667,268.14
9.127333333,268.14
9.1275,268.15
9.127666667,268.15
9.127833333,268.14
9.128,268.13
9.128166667,268.14
9.128333333,268.16
9.1285,268.16
9.128666667,268.16
9.128833333,268.16
9.129,268.16
9.129166667,268.15
9.129333333,268.13
9.1295,268.12
9.129666667,268.13
9.129833333,268.13
9.13,268.13
9.130166667,268.13
9.130333333,268.14
9.1305,268.14
9.130666667,268.13
9.130833333,268.12
9.131,268.12
9.131166667,268.14
9.131333333,268.16
9.1315,268.17
9.131666667,268.18
9.131833333,268.2
9.132,268.2
9.132166667,268.19
9.132333333,268.18
9.1325,268.19
9.132666667,268.19
9.132833333,268.18
9.133,268.16
9.133166667,268.16
9.133333333,268.17
9.1335,268.17
9.133666667,268.17
9.133833333,268.17
9.134,268.18
9.134166667,268.18
9.134333333,268.18
9.1345,268.18
9.134666667,268.2
9.134833333,268.2
9.135,268.19
9.135166667,268.17
9.135333333,268.17
9.1355,268.18
9.135666667,268.18
9.135833333,268.18
9.136,268.18
9.136166667,268.18
9.136333333,268.16
9.1365,268.13
9.136666667,268.11
9.136833333,268.11
9.137,268.1
9.137166667,268.08
9.137333333,268.06
9.1375,268.05
9.137666667,268.03
9.137833333,268.01
9.138,268
9.138166667,267.99
9.138333333,267.98
9.1385,267.97
9.138666667,267.96
9.138833333,267.94
9.139,267.92
9.139166667,267.91
9.139333333,267.9
9.1395,267.88
9.139666667,267.85
9.139833333,267.82
9.14,267.81
9.140166667,267.79
9.140333333,267.78
9.1405,267.77
9.140666667,267.76
9.140833333,267.75
9.141,267.74
9.141166667,267.73
9.141333333,267.72
9.1415,267.72
9.141666667,267.72
9.141833333,267.72
9.142,267.71
9.142166667,267.71
9.142333333,267.71
9.1425,267.71
9.142666667,267.71
9.142833333,267.71
9.143,267.71
9.143166667,267.72
9.143333333,267.73
9.1435,267.73
9.143666667,267.74
9.143833333,267.75
9.144,267.75
9.144166667,267.74
9.144333333,267.73
9.1445,267.73
9.144666667,267.74
9.144833333,267.74
9.145,267.74
9.145166667,267.75
9.145333333,267.76
9.1455,267.77
9.145666667,267.78
9.145833333,267.79
9.146,267.8
9.146166667,267.8
9.146333333,267.8
9.1465,267.81
9.146666667,267.82
9.146833333,267.83
9.147,267.83
9.147166667,267.83
9.147333333,267.82
9.1475,267.81
9.147666667,267.8
9.147833333,267.79
9.148,267.79
9.148166667,267.8
9.148333333,267.79
9.1485,267.78
9.148666667,267.78
9.148833333,267.78
9.149,267.78
9.149166667,267.78
9.149333333,267.78
9.1495,267.78
9.149666667,267.78
9.149833333,267.77
9.15,267.76
9.150166667,267.76
9.150333333,267.76
9.1505,267.76
9.150666667,267.75
9.150833333,267.76
9.151,267.77
9.151166667,267.78
9.151333333,267.78
9.1515,267.78
9.151666667,267.77
9.151833333,267.77
9.152,267.77
9.152166667,267.76
9.152333333,267.77
9.1525,267.78
9.152666667,267.78
9.152833333,267.78
9.153,267.78
9.153166667,267.77
9.153333333,267.77
9.1535,267.77
9.153666667,267.77
9.153833333,267.77
9.154,267.78
9.154166667,267.78
9.154333333,267.78
9.1545,267.78
9.154666667,267.79
9.154833333,267.79
9.155,267.78
9.155166667,267.77
9.155333333,267.77
9.1555,267.77
9.155666667,267.76
9.155833333,267.76
9.156,267.76
9.156166667,267.76
9.156333333,267.75
9.1565,267.74
9.156666667,267.74
9.156833333,267.75
9.157,267.75
9.157166667,267.74
9.157333333,267.74
9.1575,267.73
9.157666667,267.72
9.157833333,267.72
9.158,267.72
9.158166667,267.72
9.158333333,267.72
9.1585,267.71
9.158666667,267.69
9.158833333,267.68
9.159,267.68
9.159166667,267.67
9.159333333,267.65
9.1595,267.65
9.159666667,267.65
9.159833333,267.64
9.16,267.62
9.160166667,267.6
9.160333333,267.58
9.1605,267.57
9.160666667,267.55
9.160833333,267.53
9.161,267.53
9.161166667,267.53
9.161333333,267.51
9.1615,267.49
9.161666667,267.47
9.161833333,267.46
9.162,267.45
9.162166667,267.44
9.162333333,267.43
9.1625,267.42
9.162666667,267.41
9.162833333,267.39
9.163,267.38
9.163166667,267.38
9.163333333,267.38
9.1635,267.37
9.163666667,267.36
9.163833333,267.37
9.164,267.38
9.164166667,267.38
9.164333333,267.37
9.1645,267.36
9.164666667,267.35
9.164833333,267.35
9.165,267.35
9.165166667,267.35
9.165333333,267.36
9.1655,267.37
9.165666667,267.37
9.165833333,267.37
9.166,267.37
9.166166667,267.37
9.166333333,267.36
9.1665,267.35
9.166666667,267.34
9.166833333,267.34
9.167,267.34
9.167166667,267.33
9.167333333,267.32
9.1675,267.31
9.167666667,267.3
9.167833333,267.28
9.168,267.26
9.168166667,267.26
9.168333333,267.27
9.1685,267.27
9.168666667,267.26
9.168833333,267.26
9.169,267.25
9.169166667,267.25
9.169333333,267.23
9.1695,267.22
9.169666667,267.23
9.169833333,267.22
9.17,267.2
9.170166667,267.18
9.170333333,267.16
9.1705,267.14
9.170666667,267.13
9.170833333,267.12
9.171,267.11
9.171166667,267.1
9.171333333,267.09
9.1715,267.08
9.171666667,267.07
9.171833333,267.07
9.172,267.07
9.172166667,267.07
9.172333333,267.07
9.1725,267.07
9.172666667,267.06
9.172833333,267.05
9.173,267.05
9.173166667,267.05
9.173333333,267.05
9.1735,267.05
9.173666667,267.04
9.173833333,267.04
9.174,267.05
9.174166667,267.05
9.174333333,267.04
9.1745,267.04
9.174666667,267.04
9.174833333,267.04
9.175,267.04
9.175166667,267.04
9.175333333,267.04
9.1755,267.03
9.175666667,267.02
9.175833333,267.01
9.176,267
9.176166667,267
9.176333333,267.01
9.1765,267.01
9.176666667,267
9.176833333,267
9.177,267
9.177166667,267
9.177333333,266.99
9.1775,266.98
9.177666667,266.97
9.177833333,266.97
9.178,266.96
9.178166667,266.95
9.178333333,266.96
9.1785,266.97
9.178666667,266.97
9.178833333,266.97
9.179,266.96
9.179166667,266.95
9.179333333,266.94
9.1795,266.93
9.179666667,266.93
9.179833333,266.93
9.18,266.94
9.180166667,266.93
9.180333333,266.92
9.1805,266.92
9.180666667,266.92
9.180833333,266.92
9.181,266.92
9.181166667,266.93
9.181333333,266.93
9.1815,266.93
9.181666667,266.93
9.181833333,266.93
9.182,266.92
9.182166667,266.91
9.182333333,266.89
9.1825,266.88
9.182666667,266.88
9.182833333,266.87
9.183,266.86
9.183166667,266.85
9.183333333,266.85
9.1835,266.85
9.183666667,266.85
9.183833333,266.84
9.184,266.83
9.184166667,266.82
9.184333333,266.81
9.1845,266.79
9.184666667,266.77
9.184833333,266.76
9.185,266.76
9.185166667,266.76
9.185333333,266.75
9.1855,266.75
9.185666667,266.75
9.185833333,266.74
9.186,266.73
9.186166667,266.72
9.186333333,266.71
9.1865,266.7
9.186666667,266.68
9.186833333,266.67
9.187,266.68
9.187166667,266.69
9.187333333,266.69
9.1875,266.69
9.187666667,266.69
9.187833333,266.68
9.188,266.67
9.188166667,266.66
9.188333333,266.66
9.1885,266.65
9.188666667,266.65
9.188833333,266.64
9.189,266.63
9.189166667,266.63
9.189333333,266.63
9.1895,266.62
9.189666667,266.61
9.189833333,266.61
9.19,266.61
9.190166667,266.61
9.190333333,266.6
9.1905,266.59
9.190666667,266.58
9.190833333,266.58
9.191,266.58
9.191166667,266.58
9.191333333,266.59
9.1915,266.6
9.191666667,266.6
9.191833333,266.61
9.192,266.62
9.192166667,266.62
9.192333333,266.63
9.1925,266.64
9.192666667,266.65
9.192833333,266.66
9.193,266.67
9.193166667,266.67
9.193333333,266.67
9.1935,266.68
9.193666667,266.69
9.193833333,266.69
9.194,266.69
9.194166667,266.71
9.194333333,266.73
9.1945,266.74
9.194666667,266.75
9.194833333,266.76
9.195,266.76
9.195166667,266.76
9.195333333,266.76
9.1955,266.76
9.195666667,266.77
9.195833333,266.78
9.196,266.78
9.196166667,266.77
9.196333333,266.77
9.1965,266.76
9.196666667,266.76
9.196833333,266.76
9.197,266.76
9.197166667,266.76
9.197333333,266.77
9.1975,266.77
9.197666667,266.76
9.197833333,266.76
9.198,266.76
9.198166667,266.76
9.198333333,266.76
9.1985,266.77
9.198666667,266.78
9.198833333,266.79
9.199,266.79
9.199166667,266.79
9.199333333,266.8
9.1995,266.81
9.199666667,266.81
9.199833333,266.82
9.2,266.84
9.200166667,266.86
9.200333333,266.87
9.2005,266.87
9.200666667,266.88
9.200833333,266.88
9.201,266.89
9.201166667,266.89
9.201333333,266.9
9.2015,266.91
9.201666667,266.93
9.201833333,266.94
9.202,266.93
9.202166667,266.93
9.202333333,266.94
9.2025,266.94
9.202666667,266.93
9.202833333,266.93
9.203,266.94
9.203166667,266.94
9.203333333,266.93
9.2035,266.92
9.203666667,266.91
9.203833333,266.9
9.204,266.89
9.204166667,266.88
9.204333333,266.88
9.2045,266.89
9.204666667,266.89
9.204833333,266.88
9.205,266.88
9.205166667,266.87
9.205333333,266.87
9.2055,266.87
9.205666667,266.87
9.205833333,266.87
9.206,266.88
9.206166667,266.88
9.206333333,266.87
9.2065,266.88
9.206666667,266.89
9.206833333,266.89
9.207,266.89
9.207166667,266.9
9.207333333,266.91
9.2075,266.92
9.207666667,266.92
9.207833333,266.92
9.208,266.92
9.208166667,266.92
9.208333333,266.92
9.2085,266.91
9.208666667,266.92
