CHROMATOGRAM
S:\raw data Q Exactive\@Experiments\DP00026-PhD Project\KU data\PCI-flowrate-IS-KU\Exp4\1uM\240815-PAN-001-Blank-1uM-05ulmin.raw
Data points: 117265
Time(min),ElutingPump_Pressure bar
1.718166667,354.92
1.718333333,354.92
1.7185,354.91
1.718666667,354.88
1.718833333,354.86
1.719,354.86
1.719166667,354.87
1.719333333,354.87
1.7195,354.86
1.719666667,354.87
1.719833333,354.89
1.72,354.89
1.720166667,354.88
1.720333333,354.87
1.7205,354.88
1.720666667,354.9
1.720833333,354.9
1.721,354.89
1.721166667,354.89
1.721333333,354.88
1.7215,354.86
1.721666667,354.85
1.721833333,354.86
1.722,354.89
1.722166667,354.91
1.722333333,354.92
1.7225,354.92
1.722666667,354.94
1.722833333,354.94
1.723,354.92
1.723166667,354.9
1.723333333,354.9
1.7235,354.9
1.723666667,354.89
1.723833333,354.88
1.724,354.87
1.724166667,354.88
1.724333333,354.88
1.7245,354.88
1.724666667,354.89
1.724833333,354.92
1.725,354.93
1.725166667,354.94
1.725333333,354.94
1.7255,354.97
1.725666667,354.98
1.725833333,354.97
1.726,354.95
1.726166667,354.95
1.726333333,354.96
1.7265,354.95
1.726666667,354.94
1.726833333,354.92
1.727,354.92
1.727166667,354.91
1.727333333,354.9
1.7275,354.89
1.727666667,354.9
1.727833333,354.9
1.728,354.9
1.728166667,354.9
1.728333333,354.92
1.7285,354.93
1.728666667,354.92
1.728833333,354.89
1.729,354.87
1.729166667,354.87
1.729333333,354.87
1.7295,354.85
1.729666667,354.83
1.729833333,354.83
1.73,354.82
1.730166667,354.81
1.730333333,354.81
1.7305,354.84
1.730666667,354.88
1.730833333,354.9
1.731,354.91
1.731166667,354.93
1.731333333,354.94
1.7315,354.93
1.731666667,354.92
1.731833333,354.91
1.732,354.92
1.732166667,354.93
1.732333333,354.92
1.7325,354.9
1.732666667,354.9
1.732833333,354.9
1.733,354.9
1.733166667,354.89
1.733333333,354.9
1.7335,354.91
1.733666667,354.91
1.733833333,354.9
1.734,354.89
1.734166667,354.9
1.734333333,354.9
1.7345,354.89
1.734666667,354.88
1.734833333,354.9
1.735,354.92
1.735166667,354.92
1.735333333,354.92
1.7355,354.93
1.735666667,354.95
1.735833333,354.96
1.736,354.97
1.736166667,354.98
1.736333333,355.01
1.7365,355.03
1.736666667,355.04
1.736833333,355.05
1.737,355.09
1.737166667,355.11
1.737333333,355.11
1.7375,355.1
1.737666667,355.11
1.737833333,355.13
1.738,355.14
1.738166667,355.14
1.738333333,355.13
1.7385,355.14
1.738666667,355.14
1.738833333,355.13
1.739,355.14
1.739166667,355.18
1.739333333,355.22
1.7395,355.24
1.739666667,355.26
1.739833333,355.28
1.74,355.29
1.740166667,355.28
1.740333333,355.26
1.7405,355.26
1.740666667,355.28
1.740833333,355.29
1.741,355.29
1.741166667,355.28
1.741333333,355.29
1.7415,355.3
1.741666667,355.3
1.741833333,355.3
1.742,355.32
1.742166667,355.34
1.742333333,355.34
1.7425,355.34
1.742666667,355.36
1.742833333,355.38
1.743,355.38
1.743166667,355.37
1.743333333,355.36
1.7435,355.38
1.743666667,355.39
1.743833333,355.39
1.744,355.38
1.744166667,355.39
1.744333333,355.4
1.7445,355.4
1.744666667,355.39
1.744833333,355.4
1.745,355.42
1.745166667,355.43
1.745333333,355.43
1.7455,355.44
1.745666667,355.47
1.745833333,355.47
1.746,355.45
1.746166667,355.42
1.746333333,355.42
1.7465,355.42
1.746666667,355.41
1.746833333,355.4
1.747,355.39
1.747166667,355.38
1.747333333,355.36
1.7475,355.34
1.747666667,355.34
1.747833333,355.36
1.748,355.37
1.748166667,355.37
1.748333333,355.37
1.7485,355.38
1.748666667,355.38
1.748833333,355.37
1.749,355.35
1.749166667,355.35
1.749333333,355.36
1.7495,355.36
1.749666667,355.35
1.749833333,355.34
1.75,355.34
1.750166667,355.34
1.750333333,355.33
1.7505,355.33
1.750666667,355.34
1.750833333,355.34
1.751,355.33
1.751166667,355.32
1.751333333,355.34
1.7515,355.36
1.751666667,355.36
1.751833333,355.34
1.752,355.34
1.752166667,355.35
1.752333333,355.35
1.7525,355.34
1.752666667,355.33
1.752833333,355.33
1.753,355.32
1.753166667,355.31
1.753333333,355.3
1.7535,355.31
1.753666667,355.32
1.753833333,355.32
1.754,355.32
1.754166667,355.35
1.754333333,355.39
1.7545,355.4
1.754666667,355.39
1.754833333,355.38
1.755,355.39
1.755166667,355.39
1.755333333,355.38
1.7555,355.36
1.755666667,355.36
1.755833333,355.35
1.756,355.34
1.756166667,355.32
1.756333333,355.33
1.7565,355.35
1.756666667,355.36
1.756833333,355.36
1.757,355.37
1.757166667,355.38
1.757333333,355.37
1.7575,355.35
1.757666667,355.33
1.757833333,355.34
1.758,355.35
1.758166667,355.34
1.758333333,355.32
1.7585,355.31
1.758666667,355.31
1.758833333,355.3
1.759,355.3
1.759166667,355.3
1.759333333,355.31
1.7595,355.3
1.759666667,355.29
1.759833333,355.28
1.76,355.3
1.760166667,355.3
1.760333333,355.29
1.7605,355.27
1.760666667,355.28
1.760833333,355.29
1.761,355.28
1.761166667,355.26
1.761333333,355.25
1.7615,355.24
1.761666667,355.22
1.761833333,355.2
1.762,355.19
1.762166667,355.2
1.762333333,355.2
1.7625,355.19
1.762666667,355.18
1.762833333,355.19
1.763,355.19
1.763166667,355.17
1.763333333,355.14
1.7635,355.13
1.763666667,355.14
1.763833333,355.13
1.764,355.11
1.764166667,355.08
1.764333333,355.07
1.7645,355.06
1.764666667,355.05
1.764833333,355.04
1.765,355.06
1.765166667,355.08
1.765333333,355.09
1.7655,355.09
1.765666667,355.11
1.765833333,355.12
1.766,355.11
1.766166667,355.1
1.766333333,355.09
1.7665,355.11
1.766666667,355.11
1.766833333,355.1
1.767,355.08
1.767166667,355.08
1.767333333,355.07
1.7675,355.06
1.767666667,355.05
1.767833333,355.07
1.768,355.09
1.768166667,355.09
1.768333333,355.08
1.7685,355.08
1.768666667,355.09
1.768833333,355.08
1.769,355.05
1.769166667,355.02
1.769333333,355.03
1.7695,355.03
1.769666667,355.02
1.769833333,355
1.77,354.99
1.770166667,354.99
1.770333333,354.98
1.7705,354.98
1.770666667,354.98
1.770833333,355
1.771,355
1.771166667,354.99
1.771333333,354.99
1.7715,355.01
1.771666667,355.01
1.771833333,354.99
1.772,354.98
1.772166667,354.99
1.772333333,355
1.7725,355
1.772666667,354.98
1.772833333,354.97
1.773,354.97
1.773166667,354.95
1.773333333,354.93
1.7735,354.92
1.773666667,354.94
1.773833333,354.95
1.774,354.94
1.774166667,354.94
1.774333333,354.96
1.7745,354.97
1.774666667,354.95
1.774833333,354.92
1.775,354.91
1.775166667,354.93
1.775333333,354.93
1.7755,354.92
1.775666667,354.91
1.775833333,354.91
1.776,354.91
1.776166667,354.91
1.776333333,354.91
1.7765,354.93
1.776666667,354.94
1.776833333,354.93
1.777,354.92
1.777166667,354.94
1.777333333,354.96
1.7775,354.96
1.777666667,354.95
1.777833333,354.95
1.778,354.98
1.778166667,355
1.778333333,355.01
1.7785,355
1.778666667,355.01
1.778833333,355.01
1.779,355
1.779166667,354.99
1.779333333,355
1.7795,355.01
1.779666667,355.01
1.779833333,355
1.78,355.01
1.780166667,355.03
1.780333333,355.02
1.7805,355
1.780666667,354.98
1.780833333,354.98
1.781,354.98
1.781166667,354.96
1.781333333,354.94
1.7815,354.93
1.781666667,354.93
1.781833333,354.92
1.782,354.91
1.782166667,354.92
1.782333333,354.94
1.7825,354.95
1.782666667,354.95
1.782833333,354.95
1.783,354.97
1.783166667,354.97
1.783333333,354.95
1.7835,354.93
1.783666667,354.94
1.783833333,354.95
1.784,354.94
1.784166667,354.92
1.784333333,354.91
1.7845,354.91
1.784666667,354.9
1.784833333,354.89
1.785,354.89
1.785166667,354.91
1.785333333,354.91
1.7855,354.89
1.785666667,354.88
1.785833333,354.89
1.786,354.89
1.786166667,354.87
1.786333333,354.84
1.7865,354.83
1.786666667,354.83
1.786833333,354.82
1.787,354.8
1.787166667,354.77
1.787333333,354.76
1.7875,354.75
1.787666667,354.73
1.787833333,354.71
1.788,354.71
1.788166667,354.71
1.788333333,354.69
1.7885,354.67
1.788666667,354.67
1.788833333,354.66
1.789,354.62
1.789166667,354.58
1.789333333,354.55
1.7895,354.54
1.789666667,354.52
1.789833333,354.49
1.79,354.47
1.790166667,354.46
1.790333333,354.44
1.7905,354.43
1.790666667,354.45
1.790833333,354.46
1.791,354.46
1.791166667,354.47
1.791333333,354.47
1.7915,354.46
1.791666667,354.47
1.791833333,354.46
1.792,354.45
1.792166667,354.43
1.792333333,354.42
1.7925,354.42
1.792666667,354.42
1.792833333,354.42
1.793,354.41
1.793166667,354.4
1.793333333,354.39
1.7935,354.38
1.793666667,354.37
1.793833333,354.36
1.794,354.36
1.794166667,354.36
1.794333333,354.36
1.7945,354.35
1.794666667,354.35
1.794833333,354.34
1.795,354.34
1.795166667,354.33
1.795333333,354.35
1.7955,354.38
1.795666667,354.4
1.795833333,354.4
1.796,354.38
1.796166667,354.36
1.796333333,354.35
1.7965,354.34
1.796666667,354.35
1.796833333,354.37
1.797,354.38
1.797166667,354.4
1.797333333,354.4
1.7975,354.4
1.797666667,354.4
1.797833333,354.4
1.798,354.4
1.798166667,354.4
1.798333333,354.4
1.7985,354.41
1.798666667,354.41
1.798833333,354.39
1.799,354.38
1.799166667,354.36
1.799333333,354.34
1.7995,354.32
1.799666667,354.31
1.799833333,354.32
1.8,354.33
1.800166667,354.33
1.800333333,354.33
1.8005,354.33
1.800666667,354.32
1.800833333,354.31
1.801,354.31
1.801166667,354.32
1.801333333,354.32
1.8015,354.33
1.801666667,354.32
1.801833333,354.31
1.802,354.3
1.802166667,354.28
1.802333333,354.27
1.8025,354.26
1.802666667,354.27
1.802833333,354.28
1.803,354.29
1.803166667,354.29
1.803333333,354.29
1.8035,354.29
1.803666667,354.29
1.803833333,354.28
1.804,354.29
1.804166667,354.3
1.804333333,354.3
1.8045,354.28
1.804666667,354.26
1.804833333,354.25
1.805,354.24
1.805166667,354.24
1.805333333,354.25
1.8055,354.26
1.805666667,354.28
1.805833333,354.3
1.806,354.31
1.806166667,354.32
1.806333333,354.32
1.8065,354.31
1.806666667,354.3
1.806833333,354.3
1.807,354.3
1.807166667,354.31
1.807333333,354.3
1.8075,354.29
1.807666667,354.28
1.807833333,354.27
1.808,354.25
1.808166667,354.23
1.808333333,354.23
1.8085,354.23
1.808666667,354.23
1.808833333,354.21
1.809,354.2
1.809166667,354.2
1.809333333,354.19
1.8095,354.17
1.809666667,354.16
1.809833333,354.15
1.81,354.14
1.810166667,354.13
1.810333333,354.11
1.8105,354.1
1.810666667,354.09
1.810833333,354.08
1.811,354.08
1.811166667,354.08
1.811333333,354.09
1.8115,354.11
1.811666667,354.12
1.811833333,354.12
1.812,354.12
1.812166667,354.11
1.812333333,354.1
1.8125,354.1
1.812666667,354.11
1.812833333,354.12
1.813,354.13
1.813166667,354.12
1.813333333,354.12
1.8135,354.12
1.813666667,354.12
1.813833333,354.12
1.814,354.13
1.814166667,354.15
1.814333333,354.16
1.8145,354.16
1.814666667,354.16
1.814833333,354.16
1.815,354.15
1.815166667,354.14
1.815333333,354.13
1.8155,354.14
1.815666667,354.15
1.815833333,354.17
1.816,354.18
1.816166667,354.19
1.816333333,354.19
1.8165,354.19
1.816666667,354.18
1.816833333,354.19
1.817,354.21
1.817166667,354.23
1.817333333,354.23
1.8175,354.23
1.817666667,354.24
1.817833333,354.25
1.818,354.26
1.818166667,354.26
1.818333333,354.27
1.8185,354.28
1.818666667,354.3
1.818833333,354.31
1.819,354.32
1.819166667,354.32
1.819333333,354.32
1.8195,354.31
1.819666667,354.32
1.819833333,354.33
1.82,354.35
1.820166667,354.37
1.820333333,354.37
1.8205,354.38
1.820666667,354.38
1.820833333,354.38
1.821,354.38
1.821166667,354.4
1.821333333,354.42
1.8215,354.44
1.821666667,354.44
1.821833333,354.45
1.822,354.46
1.822166667,354.46
1.822333333,354.46
1.8225,354.46
1.822666667,354.46
1.822833333,354.46
1.823,354.46
1.823166667,354.45
1.823333333,354.45
1.8235,354.45
1.823666667,354.45
1.823833333,354.44
1.824,354.45
1.824166667,354.47
1.824333333,354.49
1.8245,354.49
1.824666667,354.49
1.824833333,354.49
1.825,354.48
1.825166667,354.47
1.825333333,354.46
1.8255,354.47
1.825666667,354.48
1.825833333,354.49
1.826,354.48
1.826166667,354.48
1.826333333,354.48
1.8265,354.48
1.826666667,354.48
1.826833333,354.49
1.827,354.5
1.827166667,354.51
1.827333333,354.51
1.8275,354.51
1.827666667,354.51
1.827833333,354.5
1.828,354.49
1.828166667,354.48
1.828333333,354.49
1.8285,354.5
1.828666667,354.5
1.828833333,354.48
1.829,354.46
1.829166667,354.44
1.829333333,354.41
1.8295,354.38
1.829666667,354.37
1.829833333,354.37
1.83,354.38
1.830166667,354.38
1.830333333,354.37
1.8305,354.37
1.830666667,354.36
1.830833333,354.35
1.831,354.35
1.831166667,354.35
1.831333333,354.35
1.8315,354.35
1.831666667,354.34
1.831833333,354.34
1.832,354.34
1.832166667,354.34
1.832333333,354.33
1.8325,354.33
1.832666667,354.33
1.832833333,354.34
1.833,354.34
1.833166667,354.33
1.833333333,354.33
1.8335,354.32
1.833666667,354.31
1.833833333,354.3
1.834,354.31
1.834166667,354.33
1.834333333,354.34
1.8345,354.33
1.834666667,354.32
1.834833333,354.32
1.835,354.32
1.835166667,354.32
1.835333333,354.32
1.8355,354.33
1.835666667,354.33
1.835833333,354.33
1.836,354.32
1.836166667,354.32
1.836333333,354.32
1.8365,354.33
1.836666667,354.33
1.836833333,354.34
1.837,354.35
1.837166667,354.37
1.837333333,354.37
1.8375,354.38
1.837666667,354.4
1.837833333,354.41
1.838,354.41
1.838166667,354.42
1.838333333,354.44
1.8385,354.46
1.838666667,354.46
1.838833333,354.45
1.839,354.45
1.839166667,354.44
1.839333333,354.43
1.8395,354.42
1.839666667,354.43
1.839833333,354.44
1.84,354.44
1.840166667,354.43
1.840333333,354.41
1.8405,354.4
1.840666667,354.39
1.840833333,354.38
1.841,354.37
1.841166667,354.38
1.841333333,354.39
1.8415,354.4
1.841666667,354.39
1.841833333,354.39
1.842,354.38
1.842166667,354.36
1.842333333,354.34
1.8425,354.33
1.842666667,354.33
1.842833333,354.33
1.843,354.32
1.843166667,354.3
1.843333333,354.29
1.8435,354.27
1.843666667,354.27
1.843833333,354.27
1.844,354.29
1.844166667,354.3
1.844333333,354.31
1.8445,354.31
1.844666667,354.3
1.844833333,354.29
1.845,354.28
1.845166667,354.27
1.845333333,354.26
1.8455,354.26
1.845666667,354.27
1.845833333,354.28
1.846,354.27
1.846166667,354.26
1.846333333,354.24
1.8465,354.22
1.846666667,354.19
1.846833333,354.18
1.847,354.19
1.847166667,354.2
1.847333333,354.2
1.8475,354.19
1.847666667,354.19
1.847833333,354.18
1.848,354.17
1.848166667,354.16
1.848333333,354.16
1.8485,354.15
1.848666667,354.14
1.848833333,354.13
1.849,354.12
1.849166667,354.11
1.849333333,354.1
1.8495,354.09
1.849666667,354.08
1.849833333,354.08
1.85,354.09
1.850166667,354.1
1.850333333,354.09
1.8505,354.09
1.850666667,354.08
1.850833333,354.07
1.851,354.07
1.851166667,354.08
1.851333333,354.09
1.8515,354.09
1.851666667,354.07
1.851833333,354.05
1.852,354.04
1.852166667,354.02
1.852333333,354.01
1.8525,354
1.852666667,354
1.852833333,354
1.853,354
1.853166667,354
1.853333333,354
1.8535,353.99
1.853666667,353.98
1.853833333,353.97
1.854,353.97
1.854166667,353.98
1.854333333,353.98
1.8545,353.98
1.854666667,353.97
1.854833333,353.96
1.855,353.96
1.855166667,353.96
1.855333333,353.96
1.8555,353.98
1.855666667,354
1.855833333,354.02
1.856,354.03
1.856166667,354.04
1.856333333,354.06
1.8565,354.07
1.856666667,354.08
1.856833333,354.09
1.857,354.12
1.857166667,354.14
1.857333333,354.16
1.8575,354.16
1.857666667,354.17
1.857833333,354.17
1.858,354.17
1.858166667,354.16
1.858333333,354.17
1.8585,354.18
1.858666667,354.2
1.858833333,354.2
1.859,354.19
1.859166667,354.19
1.859333333,354.19
1.8595,354.18
1.859666667,354.17
1.859833333,354.18
1.86,354.19
1.860166667,354.2
1.860333333,354.19
1.8605,354.19
1.860666667,354.2
1.860833333,354.2
1.861,354.2
1.861166667,354.2
1.861333333,354.22
1.8615,354.24
1.861666667,354.26
1.861833333,354.26
1.862,354.27
1.862166667,354.28
1.862333333,354.29
1.8625,354.29
1.862666667,354.29
1.862833333,354.29
1.863,354.3
1.863166667,354.3
1.863333333,354.3
1.8635,354.31
1.863666667,354.31
1.863833333,354.3
1.864,354.29
1.864166667,354.3
1.864333333,354.31
1.8645,354.31
1.864666667,354.3
1.864833333,354.29
1.865,354.28
1.865166667,354.27
1.865333333,354.26
1.8655,354.27
1.865666667,354.28
1.865833333,354.29
1.866,354.3
1.866166667,354.3
1.866333333,354.31
1.8665,354.31
1.866666667,354.31
1.866833333,354.31
1.867,354.33
1.867166667,354.35
1.867333333,354.37
1.8675,354.38
1.867666667,354.38
1.867833333,354.38
1.868,354.38
1.868166667,354.38
1.868333333,354.39
1.8685,354.42
1.868666667,354.46
1.868833333,354.49
1.869,354.49
1.869166667,354.5
1.869333333,354.5
1.8695,354.49
1.869666667,354.48
1.869833333,354.49
1.87,354.5
1.870166667,354.51
1.870333333,354.52
1.8705,354.52
1.870666667,354.52
1.870833333,354.52
1.871,354.52
1.871166667,354.51
1.871333333,354.52
1.8715,354.53
1.871666667,354.54
1.871833333,354.53
1.872,354.52
1.872166667,354.51
1.872333333,354.5
1.8725,354.48
1.872666667,354.47
1.872833333,354.48
1.873,354.49
1.873166667,354.5
1.873333333,354.49
1.8735,354.49
1.873666667,354.48
1.873833333,354.47
1.874,354.46
1.874166667,354.46
1.874333333,354.47
1.8745,354.48
1.874666667,354.48
1.874833333,354.48
1.875,354.48
1.875166667,354.47
1.875333333,354.46
1.8755,354.45
1.875666667,354.46
1.875833333,354.47
1.876,354.49
1.876166667,354.49
1.876333333,354.49
1.8765,354.49
1.876666667,354.49
1.876833333,354.48
1.877,354.48
1.877166667,354.51
1.877333333,354.54
1.8775,354.56
1.877666667,354.55
1.877833333,354.55
1.878,354.54
1.878166667,354.52
1.878333333,354.5
1.8785,354.51
1.878666667,354.53
1.878833333,354.55
1.879,354.57
1.879166667,354.57
1.879333333,354.59
1.8795,354.6
1.879666667,354.61
1.879833333,354.62
1.88,354.64
1.880166667,354.67
1.880333333,354.7
1.8805,354.71
1.880666667,354.71
1.880833333,354.71
1.881,354.7
1.881166667,354.69
1.881333333,354.69
1.8815,354.71
1.881666667,354.73
1.881833333,354.74
1.882,354.74
1.882166667,354.74
1.882333333,354.73
1.8825,354.72
1.882666667,354.71
1.882833333,354.72
1.883,354.74
1.883166667,354.76
1.883333333,354.77
1.8835,354.75
1.883666667,354.75
1.883833333,354.74
1.884,354.73
1.884166667,354.72
1.884333333,354.73
1.8845,354.74
1.884666667,354.76
1.884833333,354.75
1.885,354.73
1.885166667,354.73
1.885333333,354.73
1.8855,354.71
1.885666667,354.69
1.885833333,354.7
1.886,354.72
1.886166667,354.73
1.886333333,354.71
1.8865,354.71
1.886666667,354.71
1.886833333,354.71
1.887,354.7
1.887166667,354.7
1.887333333,354.7
1.8875,354.71
1.887666667,354.72
1.887833333,354.71
1.888,354.71
1.888166667,354.69
1.888333333,354.68
1.8885,354.67
1.888666667,354.66
1.888833333,354.66
1.889,354.67
1.889166667,354.67
1.889333333,354.65
1.8895,354.64
1.889666667,354.62
1.889833333,354.6
1.89,354.58
1.890166667,354.58
1.890333333,354.6
1.8905,354.61
1.890666667,354.59
1.890833333,354.59
1.891,354.6
1.891166667,354.6
1.891333333,354.6
1.8915,354.62
1.891666667,354.65
1.891833333,354.68
1.892,354.71
1.892166667,354.72
1.892333333,354.74
1.8925,354.75
1.892666667,354.76
1.892833333,354.76
1.893,354.78
1.893166667,354.81
1.893333333,354.85
1.8935,354.87
1.893666667,354.88
1.893833333,354.9
1.894,354.91
1.894166667,354.91
1.894333333,354.91
1.8945,354.93
1.894666667,354.96
1.894833333,354.98
1.895,354.98
1.895166667,354.98
1.895333333,354.98
1.8955,354.97
1.895666667,354.96
1.895833333,354.96
1.896,354.97
1.896166667,354.98
1.896333333,355
1.8965,355
1.896666667,355
1.896833333,354.99
1.897,354.98
1.897166667,354.96
1.897333333,354.96
1.8975,354.97
1.897666667,354.99
1.897833333,354.98
1.898,354.96
1.898166667,354.95
1.898333333,354.94
1.8985,354.94
1.898666667,354.93
1.898833333,354.95
1.899,354.97
1.899166667,354.99
1.899333333,354.99
1.8995,355
1.899666667,355.01
1.899833333,355
1.9,355
1.900166667,355.02
1.900333333,355.05
1.9005,355.07
1.900666667,355.09
1.900833333,355.09
1.901,355.1
1.901166667,355.11
1.901333333,355.12
1.9015,355.12
1.901666667,355.13
1.901833333,355.15
1.902,355.18
1.902166667,355.18
1.902333333,355.17
1.9025,355.17
1.902666667,355.17
1.902833333,355.16
1.903,355.15
1.903166667,355.16
1.903333333,355.17
1.9035,355.17
1.903666667,355.15
1.903833333,355.14
1.904,355.14
1.904166667,355.13
1.904333333,355.11
1.9045,355.09
1.904666667,355.09
1.904833333,355.1
1.905,355.11
1.905166667,355.11
1.905333333,355.11
1.9055,355.1
1.905666667,355.09
1.905833333,355.06
1.906,355.05
1.906166667,355.05
1.906333333,355.05
1.9065,355.04
1.906666667,355.02
1.906833333,355.01
1.907,354.99
1.907166667,354.97
1.907333333,354.96
1.9075,354.97
1.907666667,354.99
1.907833333,355
1.908,354.99
1.908166667,354.98
1.908333333,354.98
1.9085,354.97
1.908666667,354.95
1.908833333,354.94
1.909,354.95
1.909166667,354.96
1.909333333,354.98
1.9095,354.98
1.909666667,354.98
1.909833333,354.97
1.91,354.94
1.910166667,354.91
1.910333333,354.9
1.9105,354.91
1.910666667,354.93
1.910833333,354.94
1.911,354.93
1.911166667,354.92
1.911333333,354.91
1.9115,354.9
1.911666667,354.88
1.911833333,354.89
1.912,354.91
1.912166667,354.93
1.912333333,354.92
1.9125,354.91
1.912666667,354.91
1.912833333,354.91
1.913,354.9
1.913166667,354.9
1.913333333,354.92
1.9135,354.93
1.913666667,354.95
1.913833333,354.94
1.914,354.94
1.914166667,354.94
1.914333333,354.93
1.9145,354.92
1.914666667,354.92
1.914833333,354.94
1.915,354.96
1.915166667,354.97
1.915333333,354.96
1.9155,354.96
1.915666667,354.96
1.915833333,354.95
1.916,354.93
1.916166667,354.93
1.916333333,354.94
1.9165,354.95
1.916666667,354.94
1.916833333,354.93
1.917,354.94
1.917166667,354.93
1.917333333,354.91
1.9175,354.9
1.917666667,354.91
1.917833333,354.92
1.918,354.93
1.918166667,354.92
1.918333333,354.92
1.9185,354.92
1.918666667,354.91
1.918833333,354.9
1.919,354.91
1.919166667,354.93
1.919333333,354.96
1.9195,354.98
1.919666667,354.98
1.919833333,354.99
1.92,354.99
1.920166667,354.98
1.920333333,354.97
1.9205,354.98
1.920666667,355
1.920833333,355.02
1.921,355.01
1.921166667,355.01
1.921333333,355.02
1.9215,355.02
1.921666667,355.02
1.921833333,355.03
1.922,355.06
1.922166667,355.08
1.922333333,355.1
1.9225,355.1
1.922666667,355.11
1.922833333,355.11
1.923,355.1
1.923166667,355.09
1.923333333,355.09
1.9235,355.1
1.923666667,355.12
1.923833333,355.13
1.924,355.12
1.924166667,355.12
1.924333333,355.11
1.9245,355.09
1.924666667,355.07
1.924833333,355.09
1.925,355.11
1.925166667,355.13
1.925333333,355.12
1.9255,355.12
1.925666667,355.13
1.925833333,355.13
1.926,355.12
1.926166667,355.13
1.926333333,355.15
1.9265,355.17
1.926666667,355.18
1.926833333,355.18
1.927,355.18
1.927166667,355.17
1.927333333,355.16
1.9275,355.14
1.927666667,355.14
1.927833333,355.16
1.928,355.19
1.928166667,355.2
1.928333333,355.19
1.9285,355.19
1.928666667,355.18
1.928833333,355.17
1.929,355.16
1.929166667,355.16
1.929333333,355.17
1.9295,355.18
1.929666667,355.17
1.929833333,355.17
1.93,355.18
1.930166667,355.18
1.930333333,355.18
1.9305,355.18
1.930666667,355.19
1.930833333,355.21
1.931,355.23
1.931166667,355.23
1.931333333,355.24
1.9315,355.24
1.931666667,355.24
1.931833333,355.23
1.932,355.24
1.932166667,355.26
1.932333333,355.29
1.9325,355.31
1.932666667,355.31
1.932833333,355.32
1.933,355.33
1.933166667,355.33
1.933333333,355.31
1.9335,355.32
1.933666667,355.34
1.933833333,355.36
1.934,355.35
1.934166667,355.35
1.934333333,355.36
1.9345,355.36
1.934666667,355.35
1.934833333,355.35
1.935,355.36
1.935166667,355.37
1.935333333,355.38
1.9355,355.39
1.935666667,355.4
1.935833333,355.4
1.936,355.4
1.936166667,355.39
1.936333333,355.4
1.9365,355.42
1.936666667,355.45
1.936833333,355.46
1.937,355.45
1.937166667,355.44
1.937333333,355.43
1.9375,355.42
1.937666667,355.41
1.937833333,355.43
1.938,355.46
1.938166667,355.47
1.938333333,355.45
1.9385,355.43
1.938666667,355.44
1.938833333,355.44
1.939,355.44
1.939166667,355.44
1.939333333,355.46
1.9395,355.47
1.939666667,355.49
1.939833333,355.48
1.94,355.48
1.940166667,355.48
1.940333333,355.47
1.9405,355.46
1.940666667,355.46
1.940833333,355.46
1.941,355.47
1.941166667,355.48
1.941333333,355.47
1.9415,355.47
1.941666667,355.46
1.941833333,355.45
1.942,355.43
1.942166667,355.45
1.942333333,355.47
1.9425,355.49
1.942666667,355.48
1.942833333,355.48
1.943,355.5
1.943166667,355.52
1.943333333,355.54
1.9435,355.57
1.943666667,355.61
1.943833333,355.64
1.944,355.67
1.944166667,355.67
1.944333333,355.68
1.9445,355.69
1.944666667,355.69
1.944833333,355.68
1.945,355.68
1.945166667,355.69
1.945333333,355.72
1.9455,355.74
1.945666667,355.73
1.945833333,355.74
1.946,355.75
1.946166667,355.75
1.946333333,355.74
1.9465,355.76
1.946666667,355.78
1.946833333,355.8
1.947,355.8
1.947166667,355.81
1.947333333,355.82
1.9475,355.82
1.947666667,355.81
1.947833333,355.81
1.948,355.82
1.948166667,355.83
1.948333333,355.85
1.9485,355.85
1.948666667,355.85
1.948833333,355.84
1.949,355.83
1.949166667,355.81
1.949333333,355.81
1.9495,355.82
1.949666667,355.83
1.949833333,355.83
1.95,355.81
1.950166667,355.79
1.950333333,355.76
1.9505,355.74
1.950666667,355.72
1.950833333,355.72
1.951,355.73
1.951166667,355.74
1.951333333,355.72
1.9515,355.7
1.951666667,355.69
1.951833333,355.68
1.952,355.67
1.952166667,355.67
1.952333333,355.69
1.9525,355.7
1.952666667,355.71
1.952833333,355.7
1.953,355.69
1.953166667,355.68
1.953333333,355.67
1.9535,355.66
1.953666667,355.67
1.953833333,355.69
1.954,355.72
1.954166667,355.73
1.954333333,355.72
1.9545,355.73
1.954666667,355.73
1.954833333,355.72
1.955,355.71
1.955166667,355.72
1.955333333,355.74
1.9555,355.75
1.955666667,355.74
1.955833333,355.73
1.956,355.73
1.956166667,355.72
1.956333333,355.71
1.9565,355.71
1.956666667,355.72
1.956833333,355.73
1.957,355.74
1.957166667,355.73
1.957333333,355.73
1.9575,355.71
1.957666667,355.69
1.957833333,355.67
1.958,355.66
1.958166667,355.65
1.958333333,355.65
1.9585,355.64
1.958666667,355.62
1.958833333,355.6
1.959,355.58
1.959166667,355.56
1.959333333,355.55
1.9595,355.56
1.959666667,355.57
1.959833333,355.56
1.96,355.54
1.960166667,355.53
1.960333333,355.52
1.9605,355.51
1.960666667,355.5
1.960833333,355.49
1.961,355.48
1.961166667,355.47
1.961333333,355.46
1.9615,355.44
1.961666667,355.44
1.961833333,355.44
1.962,355.44
1.962166667,355.43
1.962333333,355.43
